quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotation
Q1_2024,Colette Kress,Executive Vice President and Chief Financial Officer,"Thanks for the question. Software is really important to our accelerated platforms. Not only do we have a substantial amount of software that we are including in our newest architecture and essentially all products that we have, we're now with many different models to help customers start their work in generative AI and accelerated computing. So, anything that we have here from DGX Cloud on providing those services, helping them build models, or, as you've discussed, the importance of NVIDIA AI Enterprise, essentially, that operating system for AI, so all things should continue to grow as we go forward, both the architecture and the infrastructure, as well as the -- both availability of the software and our ability to monetize that with it as well. I'll turn it over to Jensen if needs to comment.",neutral,0.811477542,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Slightly Positive
Q1_2024,Jensen Huang,President and Chief Executive Officer,"Yes. We can see in real time the growth of generative AI in CSPs, both for training the models, refining the models, as well as deploying the models. As Colette said earlier, inference is now a major driver of accelerated computing because generative AI is used so capably in so many applications already. There are two segments that require a new stack of software, and the two segments are enterprise and industrials. Enterprise requires a new stack of software because many enterprises need to have all the capabilities that we've talked about, whether it's large language models, the ability to adapt them for your proprietary use case, and your proprietary data and alignment to your own principles and your own operating domains. You want to have the ability to be able to do that in a high-performance computing sandbox, and we call that DGX Cloud and -- to create that model. Then, you want to deploy your chatbot or your AI in any cloud because you have services and you have agreements with multiple cloud vendors and depending on the applications, you might deploy it on various clouds. And for the enterprise, we have NVIDIA AI Foundations for helping you create custom models, and we have NVIDIA AI Enterprise. NVIDIA AI Enterprise is the only accelerated stack -- GPU accelerated stack in the world that is enterprise safe and enterprise supported. There are constant patching that you have to do. There are 4,000 different packages that build up NVIDIA AI Enterprise and represents the operating engine -- end-to-end operating engine of the entire AI workflow. It's the only one of its kind from data ingestion, data processing. Obviously, in order to train an AI model, you have a lot of data you have to process and package up and curate and align. And there's just a whole bunch of stuff that you have to do to the data to prepare it for training. That amount of data could consume some 40%, 50%, 60% of your computing time. And so, data processing is a very big deal. And then, the second aspect of it is training the model, refining the model. And the third is deploying model for inferencing.NVIDIA AI Enterprise supports and patches and security patches continuously all of those 4,000 packages of software. And for an enterprise that wants to deploy their engines just like they want to deploy Red Hat Linux, this is incredibly complicated software. In order to deploy that in every cloud and as well as on-prem, it has to be secure. It has to be supported. And so, NVIDIA AI Enterprise is the second part. The third is Omniverse. Just as people are starting to realize that you need to align an AI to ethics, the same for robotics. You need to align the AI for physics, and aligning an AI for ethics includes a technology called reinforcement learning human feedback. In the case of industrial applications and robotics, it's reinforcement learning Omniverse feedback. And Omniverse is a vital engine for software-defined and robotic applications and industries. And so, Omniverse also needs to be a cloud service platform. And so, our software stack, the three software stacks, AI Foundations, AI Enterprise, and Omniverse, runs in all of the world's clouds that we have partnerships, DGX Cloud partnerships with. Azure, we have partnerships on both AI, as well as Omniverse. With GCP and Oracle, we have great partnerships in DGX Cloud for AI, and AI Enterprise is integrated into all three of them. And so, I think the -- in order for us to extend the reach of AI beyond the cloud and into the world's enterprise and into the world's industries, you need two new types of -- you need new software stacks in order to make that happen. And by putting it in the cloud, integrated into the world CSP clouds, it's a great way for us to partner with the sales and the marketing team and the leadership team of all the cloud vendors. Operator Next, we'll go to Timothy Arcuri with UBS. Your line is open.",neutral,0.91690141,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,Tim Arcuri,UBS -- Analyst,"Thanks a lot. I had a question, and then, I have a clarification as well. So, the question, first, is, Jensen, on the InfiniBand versus ethernet argument, can you sort of speak to that debate and maybe how you see it playing out? I know you need the low latency of InfiniBand for AI. But can you sort of talk about the attach rate of your InfiniBand solutions to what you're shipping on the core compute side and maybe whether that's similarly crowding out ethernet like you are with -- on the compute side? And then the clarification, Colette, is that there wasn't a share buyback despite you still having about $7 billion on the share repo authorization. Was that just timing? Thanks.",neutral,0.885615528,Neutral,Neutral,0.1,0.2,0.6,0.08,0.02,Neutral
Q1_2024,Jensen Huang,President and Chief Executive Officer,"Colette, how about you go first? You take the question first.",neutral,0.923313498,Neutral,Neutral,0.1,0.2,0.6,0.08,0.02,Neutral
Q1_2024,Colette Kress,Executive Vice President and Chief Financial Officer,"Sure. That is correct. We have 7 billion available in our current authorization for repurchases. We did not repurchase anything in this last quarter, but we do repurchase opportunistically, and we'll consider that as we go forward as well. Thank you.",neutral,0.750576019,Neutral,Neutral,0.1,0.2,0.6,0.08,0.02,Neutral
Q1_2024,Jensen Huang,President and Chief Executive Officer,"InfiniBand and ethernet are -- target different applications in a data center. They both have their place. InfiniBand had a record quarter. We're going to have a giant record year. And InfiniBand has a really -- NVIDIA's Quantum InfiniBand has an exceptional road map. It's going to be really incredible. The two networks are very different. InfiniBand is designed for an AI factory, if you will. If that data center is running a few applications for a few people for a specific use case and is doing it continuously, and that infrastructure costs you, pick a number, $500 million. The difference between InfiniBand and ethernet could be 15%, 20% in overall throughput. And if you spent $500 million on an infrastructure and the difference is 10% to 20%, and it's $100 million, InfiniBand's basically free. That's the reason why people use it. InfiniBand is effectively free. The difference in data center throughput is just -- it's too great to ignore. And you're using it for that one application. And so -- however, if your data center is a cloud data center and it's multi-tenant, it's a bunch of little jobs, a bunch of little jobs and is shared by millions of people, then ethernet is really the right answer. There's a new segment in the middle where the cloud is becoming a generative AI cloud. It's not an AI factory per se, but it's still a multi-tenant cloud, but it wants to run generative AI workloads. This new segment is a wonderful opportunity. And at COMPUTEX -- I referred to it at the last GTC. At COMPUTEX, we're going to announce a major product line for this segment, which is for ethernet-focused generative AI application type of clouds. But InfiniBand is doing fantastically, and we're doing record numbers quarter on quarter, year on year. Operator Next, we'll go to Stacy Rasgon with Bernstein Research. `your line is open.",neutral,0.907897115,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,Stacy Rasgon,Bernstein Research -- Analyst,"Hi, guys. Thanks for taking my question. I had a question on inference versus training for generative AI. So, you're talking about inference as being a very large opportunity. I guess two subparts of that. Is that because inference basically scales with like the usage versus like training is more of a one and done? And can you give us some sort of -- even if it's just like qualitatively, like do you think inference is bigger than training or vice versa? Like if it's bigger, how much bigger? Is it like the opportunity, is it 5x? Is it 10x? Is there anything you can give us on those two workloads within generative AI, would be helpful?",neutral,0.914981306,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,Jensen Huang,President and Chief Executive Officer,"Yeah. I'll work backwards. You're never done with training. You're always -- every time you deploy, you're collecting new data. When you collect new data, you train with the new data. And so, you're never done training. You're never done producing and processing a vector database that augments the large language model. You're never done with vectorizing all of the collected structured, unstructured data that you have. And so, whether you're building a recommender system, a large language model, a vector database, these are probably the three major applications of -- the three core engines, if you will, of the future of computing, as well as a bunch of other stuff. But obviously, these are very -- three very important ones. They are always, always running. You're going to see that more and more companies realize they have a factory for intelligence -- an intelligence factory. And in that particular case, it's largely dedicated to training and processing data and vectorizing data and learning representation of the data, so on and so forth. The inference part of it are APIs that are either open APIs that can be connected to all kinds of applications, APIs that are integrated into workflows but APIs of all kinds. There will be hundreds of APIs in a company. Some of them, they built themselves. Some of them, part that -- many of them could come from companies like ServiceNow and Adobe that we're partnering with in AI Foundations. And they'll create a whole bunch of generative AI APIs that companies can then connect into their workflows or use as an application. And, of course, there'll be a whole bunch of internet service companies. And so, I think you're seeing for the very first time, simultaneously, a very significant growth in the segment of AI factories, as well as a market that -- a segment that really didn't exist before but now it's growing exponentially, practically by the week, for AI inference with APIs. The simple way to think about it in the end is that the world has a $1 trillion of data center installed, and it used to be 100% CPUs. In the future, we know -- we've heard it in enough places, and I think this year's ISC keynote was actually about the end of Moore's Law. We've seen it in a lot of places now that you can't reasonably scale out data centers with general purpose computing and that accelerated computing is the path forward. And now, it's got a killer app. It's called generative AI. And so, the easiest way to think about that is your $1 trillion infrastructure. Every quarter's capital, capex budget would lean very heavily into generative AI, into accelerated computing infrastructure, everywhere from the number of GPUs that would be used in the capex budget to the accelerated switches and accelerated networking chips that connect them all. The easiest way to think about that is, over the next four, five, 10 years, most of that $1 trillion and then compensating, adjusting for all the growth in data center still, it will be largely generative AI. And so, that's probably the easiest way to think about that, and that's training as well as inference. Operator Good. Next, we'll go to Joseph Moore with Morgan Stanley. Your line is open.",neutral,0.915298283,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,Joe Moore,Morgan Stanley -- Analyst,Great. Thank you. I wanted to follow up on that in terms of the focus on inference. It's pretty clear that this is a really big opportunity around large language models. But the cloud customers are also talking about trying to reduce cost per query by very significant amounts. Can you talk about the ramifications of that for you guys? Is that where some of the specialty inference products that you launched at GTC come in? And just how are you going to help your customers get the cost per query down?,neutral,0.825459063,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,Jensen Huang,President and Chief Executive Officer,"Yeah. That's a great question. Whether you're -- whether -- you start by building a large language model, and you use that large language model, very large version, and you could distill them into medium, small, and tiny size. And the tiny sized ones, you could put in your phone and your PC and so on and so forth. And they all have good -- they all have -- it seems surprising, but they all can do the same thing. But obviously, the zero shot or the generalizability of the large language model, the biggest one is much more versatile, and it can do a lot more amazing things. And the large one would teach the smaller ones how to be good AIs, and so you use the large one to generate prompts to align the smaller ones and so on and so forth. And so, you start by building very large ones, and then you also have to train a whole bunch of smaller ones. That's exactly the reason why we have so many different sizes of our inference. You saw that I announced L4, L40, H100 NVL, which also has H100. And then, it has -- and then, we have H100 HGX, and then we have H100 multinode with NVLink. And so, there's a -- you could have model sizes of any kind that you like. The other thing that's important is these are models, but they're connected ultimately to applications. And the applications could have image in, video out, video in, text out, image in, proteins out, text in, 3D out, video in, in the future, 3D graphics out. So, the input and the output requires a lot of pre and postprocessing. The pre and postprocessing can't be ignored. And this is one of the things that most of the specialized chip arguments fall apart. And it's because the length -- the model itself is only, call it, 25% of the data -- of the overall processing of inference. The rest of it is about preprocessing, postprocessing, security, decoding, all kinds of things like that. And so, I think the -- we -- the multi-modality aspect of inference, the multidiversity of inference that it's going to be done in the cloud on-prem, it's going to be done in multi-cloud. That's the reason why we have AI Enterprise in all the clouds. It's going to be done on-prem. It's the reason why we have a great partnership with Dell we just announced the other day called Project Helix. That's going to be integrated into third-party services. That's the reason why we have a great partnership with ServiceNow and Adobe because they're going to be creating a whole bunch of generative AI capabilities. And so, there's a -- the diversity and the reach of generative AI is so broad, you need to have some very fundamental capabilities like what I just described in order to really address the whole space of it. Operator Next, we'll go to Harlan Sur with JPMorgan. Your line is open.",neutral,0.912105143,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Strong Positive
Q1_2024,Harlan Sur,JPMorgan Chase and Company -- Analyst,"Hi. Good afternoon, and congratulations on the strong results and execution. I really appreciate more of the focus or some of the focus today on your networking products. I mean, it's really an integral part to sort of maximize the full performance of your compute platforms. I think your data center networking business is driving about $1 billion of revenues per quarter, plus or minus. That's 2.5x growth from three years ago, right, when you guys acquired Mellanox, so very strong growth. But given the very high attach of your InfiniBand ethernet solutions, your accelerated compute platforms, is the networking run rate stepping up in line with your compute shipments? And then, what is the team doing to further unlock more networking bandwidth going forward just to keep pace with the significant increase in compute complexity, data sets, requirements for lower latency, better traffic predictability and so on?",positive,0.739743054,Slightly Positive,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Slightly Positive
Q1_2024,Jensen Huang,President and Chief Executive Officer,"Yeah. Harlan, I really appreciate that. Nearly everybody who thinks about AI, they think about that chip, that accelerator chip. And in fact, this is the whole point nearly completely. And I've mentioned before that accelerated computing is about the stack, about the software. And networking, remember, we announced very, very early on this networking stack called DOCA, and we have an acceleration library called Magnum IO. These two pieces of software are some of the crown jewels of our company. Nobody ever talks about it because it's hard to understand, but it makes it possible for us to connect tens of thousands of GPUs. How do you connect tens of thousands of GPUs if the operating system of the data center, which is the infrastructure, is not insanely great? And so, that's the reason why we're so obsessed about networking in the company. And one of the great things that we have, we have Mellanox, as you know quite well, was the world's highest performance and the unambiguous leader in high-performance networking. It's the reason why our two companies are together. You also see that our network expands starting from NVLink, which is a computing fabric with really super low latency, and it communicates using memory references, not network packaged. And then, we take NVLink. We connect it inside multiple GPUs, and I've described going beyond the GPU. And I'll talk a lot more about that at COMPUTEX in a few days. And then that gets connected to InfiniBand, which includes the NIC and the SmartNIC, BlueField-3 that we're in full production with and the switches. All of the fiber optics that are optimized end to end, these things are running at incredible line rates. And then, beyond that, if you want to connect the smart AI factory -- this AI factory into your computing fabric, we have a brand-new type of ethernet that we'll be announcing at COMPUTEX. And so the -- this whole area of the computing fabric extending -- connecting all of these GPUs and computing units together all the way through the networking, through the switches, the software stack is insanely complicated. And so, we're -- I'm delighted you understand it, and -- but we don't break it out particularly because we think of the whole thing as a computing platform as it should be. We sell it to all of the world's data centers as components so that they can integrate it into whatever style or architecture that they would like and we can still run our software stack. That's the reason why we break it up. It's way more complicated the way that we do it, but it makes it possible for NVIDIA's computing architecture to be integrated into anybody's data center in the world from cloud of all different kinds to on-prem of all different kinds, all the way out to the edge to 5G. And so, this way of doing it is really, really complicated, but it gives us incredible reach. Operator And our last question will come from Matt Ramsay with TD Cowen. Your line is open.",neutral,0.924492598,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Strong Positive
Q1_2024,Matt Ramsay,Cowen and Company -- Analyst,"Thank you very much. Congratulations, Jensen, and to the whole team. One of the things I wanted to dig into a little bit is the DGX Cloud offering. You guys have been working on this for some time behind the scenes, where you sell in the hardware to your hyperscale partners and then lease it back for your own business. And the rest of us kind of found out about it publicly a few months ago. And as we look forward over the next number of quarters, as Colette discussed, the high visibility in the data center business, maybe you could talk a little bit about the mix you're seeing of hyperscale customers buying for their own first-party internal workloads versus their own sort of third party, their own customers versus what of that big upside in data center going forward is systems that you're selling in with potential to support your DGX Cloud offerings and what you've learned since you've launched it about the potential of that business. Thanks.",neutral,0.821112514,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Neutral
Q1_2024,"Yeah. Thanks, Matt. It's","without being too specific about numbers, but the ideal scenario, the ideal mix is something like 10% NVIDIA DGX Cloud and 90% the CSPs' clouds. And the reason -- and our DGX Cloud is the NVIDIA stack.","It's the pure NVIDIA stack. It is architected the way we like and achieves the best possible performance. It gives us the ability to partner very deeply with the CSPs to create the highest-performing infrastructure, number one. Number two, it allows us to partner with the CSPs to create markets. Like for example, we're partnering with Azure to bring Omniverse Cloud to the world's industries. And the world has never had a system like that, the computing stack with all the generative AI stuff and all the 3D stuff and the physics stuff, incredibly large database and really high-speed networks and low-latency networks. That kind of a virtual -- industrial virtual world has never existed before. And so, we partnered with Microsoft to create Omniverse Cloud inside Azure Cloud. And so, it allows us, number two, to create new applications together and develop new markets together. And we go to market as one team. And we benefit by getting customers on our computing platform, and they benefit by having us in their cloud, number one. But number two, the amount of data and services and security services and all of the amazing things that Azure and GCP and OCI have, they can instantly have access to that through Omniverse Cloud. And so, it's a huge win-win. And for the customers, the way that NVIDIA's cloud works for these early applications, they could do it anywhere. So, one standard stack runs in all the clouds. And if they would like to take their software and run it on the CSP's cloud themselves and manage it themselves, we're delighted by that because NVIDIA AI Enterprise, NVIDIA AI Foundations, and long term, this is going to take a little longer, but NVIDIA Omniverse will run in the CSP's clouds. OK? So, our goal really is to drive architecture, to partner deeply in creating new markets and the new applications that we're doing and provide our customers with the flexibilities to run NVIDIA everywhere, including on-prem. And so, that -- those were the primary reasons for it. And it's worked out incredibly. Our partnership with the three CSPs and that we currently have DGX Cloud in and their sales force and marketing teams, their leadership teams is really quite spectacular. It works great. Operator Thank you. I'll now turn it back over to Jensen Huang for closing remarks.",neutral,0.849259555,Neutral,Slightly Positive,0.2,0.5,0.25,0.04,0.01,Slightly Positive
Q1_2024,Jensen Huang,President and Chief Executive Officer,"The computer industry is going through two simultaneous transitions, accelerated computing and generative AI. CPU scaling has slowed, yet computing demand is strong, and now, with generative AI, supercharged. Accelerated computing, a full stack and data center scale approach that NVIDIA pioneered is the best path forward. There's $1 trillion installed in the global data center infrastructure based on the general purpose computing method of the last era. Companies are now racing to deploy accelerated computing for the generative AI era. Over the next decade, most of the world's data centers will be accelerated. We are significantly increasing our supply to meet their surging demand. Large language models can learn information encoded in many forms. Guided by large language models, generative AI models can generate amazing content with models to fine-tune, guardrail, align to guiding principles. And ground -- ground to facts, generative AI is emerging from labs and is on its way to industrial applications. As we scale with cloud and internet service providers, we are also building platforms for the world's largest enterprises. Whether within one of our CSP partners or on-prem with Dell Helix, whether on a leading enterprise platform like ServiceNow and Adobe or bespoke with NVIDIA AI Foundations, we can help enterprises leverage their domain expertise and data to harness generative AI securely and safely. We are ramping a wave of products in the coming quarters, including H100, our Grace and Grace Hopper Superchips and our BlueField-3 and Spectrum-4 networking platform. They are all in production. They will help deliver data center scale computing that is also energy-efficient and sustainable computing. Join us next week at COMPUTEX, and we'll show you what's next. Thank you. Operator Duration: 0 minutes",neutral,0.815790892,Neutral,Strong Positive,0.6,0.3,0.08,0.015,0.005,Strong Positive
Q2_2024,Simona Jankowski,"Vice President, Investor Relations","They just revealed what they believe are the 10 best stocks for investors to buy right now… These are subject to a number of significant risks and uncertainties, and our actual results may differ materially. For a discussion of factors that could affect our future financial results and business, please refer to the disclosure in today's earnings release, our most recent Forms 10-K and 10-Q, and the reports that we may file on Form 8-K with the Securities and Exchange Commission. All our statements are made as of today, August 23rd, 2023, based on information currently available to us. Except as required by law, we assume no obligation to update any such statements. During this call, we will discuss non-GAAP financial measures. You can find a reconciliation of these non-GAAP financial measures to GAAP financial measures in our CFO commentary, which is posted on our website. And with that, let me turn the call over to Colette.",neutral,0.938423395,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
